obs,time(UTC),latitude(degrees_north),longitude(degrees_east),ship_id_mmsi,navigational_status,speed_over_ground(kts),course_over_ground(deg),true_heading(deg),rate_of_turn(degrees minutes-1),position_accuracy
5552,2011-08-19T13:49:06Z,17.24271,-155.37543,370813000,0,14.9,227.8,227,0,1
5553,2011-08-19T13:49:06Z,21.05183,-156.54832,367015060,0,7.7,118.7,511,-128,0
5554,2011-08-19T13:49:26Z,5.23463,-154.48187,440045000,0,3.4,140.4,511,-128,0
5555,2011-08-19T13:50:56Z,5.23336,-154.48055,440045000,0,4.4,131.7,511,-128,0
5556,2011-08-19T13:51:20Z,7.34183,-163.56502,319950000,0,12.3,294,291,0,1
5557,2011-08-21T02:07:10Z,28.49915,-156.51459,305266000,0,13.8,274.7,276,0,1
5558,2011-08-21T02:06:50Z,24.19355,-153.10179,367196000,0,22.1,55.5,57,0,0
5559,2011-08-21T01:59:58Z,10.56653,-170.52856,319950000,0,13.1,293,296,0,0
5560,2011-08-21T01:59:38Z,10.56608,-170.52744,319950000,0,13.1,296,296,0,0
5561,2011-08-21T03:42:58Z,23.82655,-171.97815,356914000,0,13.6,285,286,0,0
5562,2011-08-21T03:42:58Z,26.30894,-167.73248,563938000,0,12.1,293.3,291,0,0
5563,2011-08-21T03:40:26Z,33.70582,-171.03508,352467000,0,14.9,114,114,0,0
5564,2011-08-21T03:39:38Z,10.72015,-170.86446,319950000,0,13.2,295,297,0,0
5565,2011-08-21T03:35:48Z,28.72353,-174.91388,538003423,0,12,287,288,0,0
5566,2011-08-21T03:35:38Z,10.71367,-170.85088,319950000,0,13.2,295,297,0,0
5567,2011-08-21T05:18:16Z,23.91787,-172.36203,356914000,0,13.3,286,287,0,0
5568,2011-08-21T05:16:18Z,33.74428,-177.30334,259773000,0,14.3,271.7,272,0,0
5569,2011-08-21T05:16:06Z,33.74426,-177.30238,259773000,0,14.2,271.9,272,0,0
5570,2011-08-21T05:14:50Z,28.8279,-175.27261,538003423,0,11.9,288,288,0,0
5571,2011-08-21T06:57:14Z,33.35185,-170.1662,352467000,0,14.7,115,114,0,0
5572,2011-08-21T10:14:42Z,31.66738,-158.06493,311821000,0,11.8,269,268,-5,1
5573,2011-08-21T11:46:46Z,30.0025,-163.34216,477733700,0,13.3,89,92,0,0
5574,2011-08-21T11:47:26Z,32.83583,-168.9105,352467000,0,14.9,115,117,0,0
5575,2011-08-21T11:48:34Z,24.45648,-153.13141,338272000,0,7.7,46.2,511,-128,0
5576,2011-08-21T11:48:50Z,32.83328,-168.90424,352467000,0,14.8,115,118,0,0
5577,2011-08-21T11:49:14Z,28.6832,-158.97835,305266000,0,13.4,274,276,0,1
5578,2011-08-21T11:49:18Z,21.23379,-157.99132,367056982,0,5.3,74.1,511,-128,0
5579,2011-08-21T11:49:18Z,21.01963,-158.16096,636090891,0,1.6,223,160,0,1
5580,2011-08-21T11:49:58Z,24.75338,-152.27647,366758000,0,20.3,236,235,0,1
5581,2011-08-21T11:50:06Z,23.29948,-153.16968,369296000,0,22.8,244,244,7,0
5582,2011-08-21T11:50:06Z,33.80514,-154.3917,248859000,0,16.1,118.7,118,0,1
5583,2011-08-21T11:50:44Z,22.632,-157.55325,338221000,0,13.3,61,60,0,1
5584,2011-08-21T11:52:34Z,24.74522,-152.2897,366758000,0,20.2,235.6,235,0,1
5585,2011-08-21T11:53:36Z,14.66217,-155.03731,311856000,0,11.2,108,106,0,1
5586,2011-08-21T11:53:46Z,22.24177,-157.73454,432470000,0,13.4,162,160,0,0
5587,2011-08-22T10:48:02Z,29.61994,-177.124,235085464,0,11.3,104.7,105,-16,1
5588,2011-08-22T10:48:20Z,29.12568,-164.85236,305266000,0,13.5,272.8,275,0,1
5589,2011-08-22T10:49:16Z,33.47729,-156.1943,367629000,0,21,253.6,254,0,0
5590,2011-08-22T10:49:16Z,28.53015,-174.54555,563938000,0,12,287.9,289,0,0
5591,2011-08-22T10:51:40Z,21.95067,-159.33067,367309860,5,4.9,103.2,96,-127,0
5592,2011-08-22T10:52:20Z,21.31007,-157.86917,366972620,0,0,293.9,511,-128,0
5593,2011-08-22T10:52:56Z,10.03687,-155.07278,371147000,0,17.1,116,115,7,1
5594,2011-08-22T10:53:16Z,21.95036,-159.32825,367309860,5,5.2,85.3,97,127,0
5595,2011-08-22T10:53:16Z,22.07344,-155.00298,368857000,0,14.4,29.7,29,-128,1
5596,2011-08-22T10:53:36Z,20.81315,-167.81981,257343000,0,16.6,290.2,292,0,0
5597,2011-08-22T10:53:36Z,21.09962,-157.61508,367008820,5,7.7,110.4,511,-128,0
5598,2011-08-22T10:54:40Z,21.95003,-159.3262,367309860,5,4.3,105.4,97,127,0
5599,2011-08-22T12:22:20Z,29.15643,-165.25534,305266000,0,13.8,275,274,0,0
5600,2011-08-22T12:22:36Z,29.54064,-176.794,235085464,0,11.1,108.4,106,7,1
5601,2011-08-22T12:22:36Z,29.15652,-165.2565,305266000,0,13.8,275.2,274,0,0
5602,2011-08-22T12:24:04Z,31.00255,-174.70287,356452000,0,13.2,269,269,0,1
5603,2011-08-22T12:25:32Z,21.90619,-159.1914,367309860,5,5.6,119.5,114,127,0
5604,2011-08-22T12:26:32Z,21.90555,-159.19,367309860,5,4.7,102.9,113,0,0
5605,2011-08-22T12:26:48Z,29.158,-165.27483,305266000,0,13.7,275.8,274,0,1
5606,2011-08-22T12:26:56Z,29.15803,-165.27525,305266000,0,13.2,274.9,275,0,1
5607,2011-08-22T12:27:12Z,22.74288,-157.89449,369565000,3,1.8,90,94,18,0
5608,2011-08-22T12:27:14Z,21.90514,-159.18907,367309860,5,5.1,109.7,113,-127,0
5609,2011-08-22T12:27:22Z,21.90503,-159.18884,367309860,5,5.5,120.4,113,0,0
5610,2011-08-22T12:28:16Z,21.90448,-159.18765,367309860,5,4.9,107.6,114,127,0
5611,2011-08-22T12:28:16Z,29.53564,-176.77513,235085464,0,10.8,112.4,106,13,1
5612,2011-08-22T12:28:16Z,22.40128,-154.80228,368857000,0,14.1,30.6,30,-128,1
5613,2011-08-22T12:28:16Z,29.96778,-162.82484,352467000,0,14.3,120,120,0,0
5614,2011-08-22T12:28:26Z,21.28663,-157.91093,432470000,1,0,194,75,0,0
5615,2011-08-22T12:28:54Z,21.31027,-157.86925,367060190,0,0.1,269.7,511,-128,0
5616,2011-08-22T12:29:00Z,20.98731,-168.25269,257343000,0,16.4,293.5,291,0,0
5617,2011-08-22T12:29:14Z,21.90387,-159.1863,367309860,5,5.3,116.2,114,0,0
5618,2011-08-22T12:29:14Z,21.31027,-157.86925,367060190,0,0,196,511,-128,0
5619,2011-08-22T12:29:26Z,21.04678,-156.66798,367151310,0,6.7,72.3,511,-128,0
5620,2011-08-22T12:29:56Z,21.20775,-158.02042,636090891,0,7.5,122,122,0,1
5621,2011-08-22T12:30:08Z,5.20625,-160.65776,441098000,0,5,88.2,511,-128,0
5622,2011-08-22T12:30:08Z,5.65787,-156.6794,440858000,0,4.5,186.3,511,-128,1
5623,2011-08-22T12:30:14Z,21.28665,-157.91084,432470000,1,0.2,128,77,0,0
5624,2011-08-22T12:30:44Z,9.18895,-155.69606,351776000,0,12.6,278.7,279,0,0
5625,2011-08-22T12:30:50Z,13.42122,-156.17393,310437000,0,19.5,168.2,168,0,0
5626,2011-08-22T12:30:54Z,9.7761,-154.67183,371147000,0,17.2,125,124,5,1
5627,2011-08-22T12:32:56Z,5.32476,-167.95168,370813000,0,14,227.4,230,0,1
5628,2011-08-22T12:32:56Z,5.06598,-153.65086,440636000,0,2.2,324.9,332,0,0
5629,2011-08-22T12:32:56Z,6.08127,-152.44847,576363000,0,5.6,97.4,511,-128,1
5630,2011-08-22T14:01:06Z,31.00262,-175.11415,356452000,0,12.8,269,268,0,1
5631,2011-08-22T14:06:08Z,13.82883,-177.65175,319950000,0,12.5,294,295,0,1
5632,2011-08-23T00:09:50Z,23.69467,-155.63718,366562000,0,22.5,38,38,0,0
5633,2011-08-23T00:08:36Z,6.38015,-152.68292,576363000,0,9,358.2,511,-128,1
5634,2011-08-23T00:08:24Z,9.78785,-158.1614,351776000,0,12.9,283.2,284,0,0
5635,2011-08-23T00:07:38Z,14.53132,-157.20563,352377000,0,13,292,292,0,0
5636,2011-08-23T00:07:38Z,6.37765,-152.68283,576363000,0,8.9,0.5,511,-128,1
5637,2011-08-23T00:03:00Z,5.10414,-160.67494,441098000,0,8.5,46.2,511,-128,0
5638,2011-08-24T00:48:30Z,21.30001,-157.86864,366972620,0,4.9,25.7,511,-128,0
5639,2011-08-24T00:47:42Z,21.30271,-160.92831,564189000,0,11.1,86.2,89,0,0
5640,2011-08-24T00:46:46Z,20.89487,-156.46729,367015060,0,0.1,309.2,511,-128,0
5641,2011-08-24T00:46:16Z,21.30054,-157.86656,563431000,5,0.1,221.6,220,-4,1
5642,2011-08-24T00:45:14Z,16.42078,-162.39455,352377000,0,13.2,288,288,0,0
5643,2011-08-24T00:44:54Z,21.31028,-157.86925,367060190,0,0.1,144.3,511,-128,0
5644,2011-08-24T00:43:56Z,8.67982,-155.23378,351633000,0,13.6,89.2,92,0,0
5645,2011-08-24T00:43:56Z,6.615,-156.65404,440858000,0,1.5,89.3,511,-128,1
5646,2011-08-24T00:42:46Z,8.67972,-155.23824,351633000,0,13.6,88.8,93,0,0
5647,2011-08-24T02:20:54Z,21.31028,-157.86925,367060190,0,0.1,187,511,-128,0
5648,2011-08-24T02:21:34Z,14.63286,-176.52518,338982000,0,8,68.5,69,0,0
5649,2011-08-24T02:21:34Z,21.31028,-157.86925,367060190,0,0.1,182.8,511,-128,0
5650,2011-08-24T02:22:30Z,21.31006,-157.86916,366972620,0,0,232.2,511,-128,0
5651,2011-08-24T02:22:34Z,21.31028,-157.86925,367060190,0,0.2,197.2,511,-128,0
5652,2011-08-24T02:24:02Z,27.66936,-169.88893,235085464,0,10.4,114.7,114,20,1
5653,2011-08-24T02:24:26Z,29.97938,-167.25829,210728000,0,13.9,271,275,-5,0
5654,2011-08-24T08:59:42Z,24.21138,-152.85817,352467000,0,13.6,125,124,0,0
5655,2011-08-24T10:29:34Z,34.92062,-159.23622,355234000,0,16.6,278,279,0,0
5656,2011-08-24T10:30:10Z,32.61467,-160.65067,636009782,0,12.3,286,285,0,0
5657,2011-08-24T10:30:10Z,26.82996,-153.08578,366758000,0,21.7,37.6,36,0,1
5658,2011-08-24T10:31:14Z,21.0733,-157.34956,367015060,0,7.3,296.1,511,-128,0
5659,2011-08-24T10:36:22Z,23.99807,-152.53336,352467000,0,13.7,126,123,0,0
5660,2011-08-24T12:01:34Z,29.90853,-169.8427,210728000,0,14.5,267,269,0,0
5661,2011-08-24T12:04:58Z,31.66137,-177.16592,311821000,0,11.7,267,271,0,1
5662,2011-08-24T12:04:58Z,34.9774,-159.77937,355234000,0,17,276,278,0,0
5663,2011-08-24T12:04:58Z,29.90797,-169.85855,210728000,0,14.5,267,269,-5,0
5664,2011-08-24T12:05:30Z,34.9777,-159.7823,355234000,0,16.9,277,278,0,0
5665,2011-08-24T12:05:30Z,27.065,-167.93341,235085464,0,11.3,115,114,-11,1
5666,2011-08-24T12:05:30Z,25.11633,-175.02518,352375000,0,17.7,287,285,0,1
5667,2011-08-24T12:05:38Z,25.11648,-175.0257,352375000,0,17.7,287,285,0,1
5668,2011-08-24T12:07:46Z,23.27558,-153.1834,366563000,0,22.6,244,243,0,0
5669,2011-08-24T12:08:24Z,17.26197,-164.81178,352377000,0,12.6,288,292,0,0
5670,2011-08-24T12:08:32Z,21.31207,-157.8754,432470000,5,0,247,124,0,0
5671,2011-08-24T12:08:32Z,21.30994,-157.86835,367309120,5,0,260,511,-128,0
5672,2011-08-24T12:08:32Z,21.31007,-157.86884,367151240,15,0,321.9,511,-128,0
5673,2011-08-24T12:09:30Z,21.23832,-164.21059,369296000,0,22.1,269,268,14,0
5674,2011-08-25T09:30:08Z,33.28349,-176.54723,235086166,0,17,95.8,96,0,0
5675,2011-08-25T09:34:00Z,22.82223,-154.679,563431000,0,10.6,57.1,59,10,1
5676,2011-08-25T09:34:32Z,25.6241,-163.75809,235085464,0,11.8,112,110,13,1
5677,2011-08-25T09:34:36Z,21.31028,-157.86925,367060190,0,0,150.5,511,-128,0
5678,2011-08-25T09:35:14Z,21.31383,-157.88333,366791000,0,0,263,100,0,1
5679,2011-08-25T09:36:28Z,24.80957,-152.27274,725019006,0,8.8,191.3,511,-128,0
5680,2011-08-25T09:36:32Z,20.57545,-157.7004,366994450,0,18.9,301.6,305,-7,1
5681,2011-08-25T09:36:42Z,20.06101,-155.25986,367119160,0,4.9,114,115,0,0
5682,2011-08-25T11:03:14Z,29.54858,-175.85834,210728000,0,14.1,263,266,0,0
5683,2011-08-25T11:06:08Z,25.51003,-163.44923,235085464,0,11.6,114,110,-5,1
5684,2011-08-25T11:07:50Z,21.08567,-157.48875,366866570,0,7.4,282.4,511,-128,0
5685,2011-08-25T11:08:08Z,25.79139,-166.44398,338779000,0,16.5,116.2,115,0,0
5686,2011-08-25T11:09:02Z,21.31207,-157.87537,432470000,5,0,328,125,0,0
5687,2011-08-25T11:09:02Z,25.78961,-166.4399,338779000,0,16.3,114.6,115,0,0
5688,2011-08-25T11:09:16Z,25.50668,-163.43861,235085464,0,11.5,109,109,14,1
5689,2011-08-25T11:09:20Z,14.16373,-155.24532,312884000,0,12.3,289.1,292,0,0
5690,2011-08-25T11:09:48Z,25.50612,-163.43681,235085464,0,11.5,108,109,-17,1
5691,2011-08-25T11:09:52Z,16.99551,-166.79048,258787000,0,13.6,122,121,-11,0
5692,2011-08-25T11:09:52Z,25.50604,-163.43658,235085464,0,11.9,110,108,12,1
5693,2011-08-25T11:10:06Z,18.91782,-166.94153,240583000,0,13.2,272,274,0,1
5694,2011-08-25T11:10:26Z,25.78685,-166.43352,338779000,0,16.3,116,115,0,0
5695,2011-08-25T11:10:40Z,21.31002,-157.86552,367151310,5,0,300.5,511,-128,0
5696,2011-08-25T11:11:10Z,21.31208,-157.8754,432470000,5,0,328,124,0,0
5697,2011-08-25T11:12:12Z,21.08778,-157.4979,366866570,0,7.3,285.3,511,-128,0
5698,2011-08-25T12:39:52Z,29.51232,-176.28944,210728000,0,14.1,264,265,0,0
5699,2011-08-25T12:42:20Z,32.14423,-177.78198,477201100,0,13.2,102,100,0,1
5700,2011-08-25T12:42:30Z,20.8625,-173.7004,369296000,0,21.9,266,266,-9,0
5701,2011-08-25T12:45:04Z,12.03257,-171.36224,351776000,0,13.1,279.7,280,127,0
5702,2011-08-25T12:45:30Z,20.86118,-173.71986,369296000,0,22,266,265,-13,0
5703,2011-08-26T00:30:56Z,20.89489,-156.4673,367015060,0,0,119.1,511,-128,0
5704,2011-08-26T00:30:00Z,18.35038,-158.43225,357576000,0,16.6,287.2,292,0,0
5705,2011-08-26T00:26:52Z,21.31383,-157.88333,366791000,0,0.1,298,100,0,1
5706,2011-08-26T00:26:16Z,21.31383,-157.88333,366791000,0,0,169,100,0,1
5707,2011-08-26T00:26:12Z,18.3451,-158.4147,357576000,0,16.5,287.4,292,0,0
5708,2011-08-26T00:26:12Z,21.31383,-157.88333,366791000,0,0.1,145,100,0,1
5709,2011-08-26T00:25:24Z,21.28818,-168.51248,368501000,0,10.4,88.7,89,127,1
5710,2011-08-26T00:25:24Z,18.34397,-158.41098,357576000,0,16.5,287.8,292,0,0
5711,2011-08-26T00:25:24Z,21.31383,-157.88333,366791000,0,0.1,131,100,0,1
5712,2011-08-26T00:24:20Z,21.08814,-157.62334,367080250,0,7.8,118,511,-128,0
5713,2011-08-26T00:24:20Z,21.31004,-157.86919,366972620,0,0,292.4,511,-128,0
5714,2011-08-26T00:24:10Z,21.30949,-157.86984,367350070,0,0.1,323.6,511,-128,0
5715,2011-08-26T00:24:10Z,21.31383,-157.88333,366791000,0,0,225,100,0,1
5716,2011-08-26T00:23:00Z,21.31006,-157.86914,366972620,0,0,290.9,511,-128,0
5717,2011-08-26T00:22:52Z,21.31007,-157.86913,366972620,0,0,291.6,511,-128,0
5718,2011-08-26T00:22:52Z,21.08976,-157.62617,367080250,0,7.4,120.5,511,-128,0
5719,2011-08-26T00:22:18Z,21.31383,-157.88333,366791000,0,0,165,100,0,1
5720,2011-08-26T02:07:28Z,34.15932,-156.12544,477607100,0,14.4,266.4,267,0,0
5721,2011-08-26T02:07:16Z,34.15936,-156.12456,477607100,0,14.3,266.9,267,0,0
5722,2011-08-26T02:05:02Z,24.0313,-160.97806,235085464,0,10.6,135,143,20,1
5723,2011-08-26T02:04:56Z,24.03156,-160.97832,235085464,0,10.5,139,143,11,1
5724,2011-08-26T02:04:36Z,30.29128,-171.4253,355234000,0,17.2,241,242,0,0
5725,2011-08-26T02:03:44Z,21.31383,-157.88333,366791000,0,0.1,3,100,0,1
5726,2011-08-26T01:58:14Z,31.57995,-174.28525,477201100,0,13.8,106,106,0,0
5727,2011-08-26T01:57:34Z,19.66213,-172.522,352377000,0,12.7,286,284,0,0
5728,2011-08-26T23:29:14Z,21.90942,-152.46906,357848000,0,18.5,85.2,87,0,0
5729,2011-08-27T01:00:00Z,16.37614,-161.80061,312884000,0,2.6,271.1,303,0,0
5730,2011-08-27T01:01:02Z,12.41835,-177.45222,355077000,0,9.7,121,115,127,0
5731,2011-08-27T01:01:58Z,19.98593,-164.22293,357576000,0,16.8,287.7,288,0,0
5732,2011-08-27T01:01:58Z,21.2366,-166.59767,636090891,0,8.3,272,273,0,1
5733,2011-08-27T01:02:26Z,21.31207,-157.87537,432470000,5,0,171,125,0,0
5734,2011-08-27T01:02:34Z,21.3103,-157.86925,367060190,0,0,87.7,511,-128,0
5735,2011-08-27T01:02:34Z,21.97381,-159.83109,367845000,3,3.6,139.8,138,0,0
5736,2011-08-27T01:02:34Z,21.31208,-157.87537,432470000,5,0,171,125,0,0
5737,2011-08-27T01:02:50Z,21.24221,-157.99869,235085464,0,7.6,75,79,12,1
5738,2011-08-27T01:02:50Z,21.92532,-159.30595,367350070,0,4.8,110.2,511,-128,0
5739,2011-08-27T01:02:50Z,21.31006,-157.86916,366972620,0,0,251.4,511,-128,0
5740,2011-08-27T01:03:34Z,21.3103,-157.86925,367060190,0,0,175.2,511,-128,0
5741,2011-08-27T01:03:34Z,21.31208,-157.87535,432470000,5,0,171,125,0,0
5742,2011-08-27T01:03:34Z,17.78922,-167.77399,338982000,0,7.9,68.6,69,0,0
5743,2011-08-27T01:04:34Z,21.97215,-159.82948,367845000,3,4.5,134.4,138,-127,0
5744,2011-08-27T01:04:34Z,17.79006,-167.77187,338982000,0,7.9,67,68,0,0
5745,2011-08-27T01:05:34Z,30.34343,-168.33904,477201100,0,13.9,113,114,0,0
5746,2011-08-27T01:05:34Z,22.03957,-159.25008,366994450,0,14.4,4,6,-5,0
5747,2011-08-27T01:05:34Z,21.97115,-159.82857,367845000,3,4.9,147.2,149,0,0
5748,2011-08-27T09:08:50Z,31.40053,-160.26389,235086166,0,17.3,99.5,99,0,1
5749,2011-08-27T09:10:42Z,23.11265,-154.81062,366563000,0,21.5,55,55,0,0
5750,2011-08-27T09:10:42Z,33.20043,-164.63326,477607100,0,13.8,260.8,262,0,0
5751,2011-08-27T09:12:40Z,21.86282,-158.8122,366994450,0,10.9,142.7,138,5,1
5752,2011-08-27T09:13:14Z,24.68065,-152.34473,366375000,0,22.4,236,235,0,1
5753,2011-08-27T09:13:14Z,21.31648,-157.87668,366606000,0,0,92.2,28,0,0
5754,2011-08-27T09:14:52Z,21.31,-157.86917,366972620,0,0,316.7,511,-128,0
5755,2011-08-27T10:45:26Z,29.55619,-175.07713,636092101,0,16.7,108,107,-128,0
5756,2011-08-27T10:52:14Z,21.31029,-157.8693,367060190,0,0,88.2,511,-128,0
5757,2011-08-27T12:27:02Z,11.61927,-175.92342,355077000,0,9.1,118.4,116,0,0
5758,2011-08-28T09:46:24Z,27.15648,-160.70383,477201100,0,13.2,113,115,0,1
5759,2011-08-28T09:49:06Z,20.99635,-155.4777,235085464,0,10.8,102,102,9,1
5760,2011-08-28T09:50:00Z,17.58242,-167.11671,312884000,0,10.9,285.8,284,0,0
5761,2011-08-28T09:50:00Z,20.87008,-160.12926,432195000,0,13.4,263,258,0,1
5762,2011-08-28T09:50:00Z,21.31004,-157.86877,367151240,15,0,255,511,-128,0
5763,2011-08-28T09:50:02Z,22.28978,-172.52692,357576000,0,11.7,284.3,287,0,0
5764,2011-08-28T09:50:30Z,33.8023,-167.4928,636091823,0,17.5,250.2,250,0,1
5765,2011-08-28T09:50:44Z,21.37902,-157.96613,369077000,0,0.1,76,178,0,1
5766,2011-08-28T09:50:44Z,23.82252,-152.02217,368305000,0,23.2,245,242,8,1
5767,2011-08-28T09:50:44Z,21.44173,-157.30501,366994450,0,8.6,90.3,90,9,0
5768,2011-08-28T09:50:44Z,21.28919,-160.50854,564189000,0,13.5,268.9,269,0,0
5769,2011-08-28T09:50:46Z,19.27376,-163.60474,338982000,0,7.9,69.3,61,0,0
5770,2011-08-28T09:51:00Z,23.82178,-152.02385,368305000,0,23.1,245,242,-9,1
5771,2011-08-28T09:51:16Z,21.31647,-157.8767,366606000,0,0,92.2,28,0,0
5772,2011-08-28T09:51:16Z,23.82103,-152.02553,368305000,0,23.1,245,242,-7,1
5773,2011-08-28T09:51:18Z,29.23405,-154.37782,354662000,0,17.7,269,271,0,1
5774,2011-08-28T09:51:32Z,21.25515,-157.97212,367309860,0,6.1,255.2,256,-127,0
5775,2011-08-28T09:51:52Z,21.25507,-157.97269,367309860,0,6,251,257,0,0
5776,2011-08-28T09:52:16Z,21.54343,-158.59468,367055260,0,5.7,309.7,511,-128,0
5777,2011-08-28T09:52:16Z,21.31029,-157.86926,367060190,0,0,91.3,511,-128,0
5778,2011-08-28T09:52:26Z,20.99443,-155.46735,235085464,0,10.7,100,102,-12,1
5779,2011-08-28T09:52:30Z,20.7218,-157.08475,303165000,3,2.3,129.2,126,0,0
5780,2011-08-28T09:52:30Z,21.31566,-157.88623,369565000,5,0,0.1,71,0,0
5781,2011-08-28T09:52:36Z,21.31029,-157.86926,367060190,0,0.1,122.2,511,-128,0
5782,2011-08-28T09:52:38Z,21.25484,-157.97401,367309860,0,5.7,254.7,258,127,0
5783,2011-08-28T09:52:42Z,17.58453,-167.12486,312884000,0,10.9,286.8,287,0,0
5784,2011-08-28T09:52:42Z,13.54253,-156.06787,477113000,0,14,237.4,233,0,0
5785,2011-08-28T09:52:54Z,27.34967,-168.1726,636092101,0,16.8,111,511,-128,0
5786,2011-08-28T09:52:54Z,21.31005,-157.86917,366972620,0,0,303.3,511,-128,0
5787,2011-08-28T09:52:54Z,21.25476,-157.97447,367309860,0,5.7,264.9,257,-127,0
5788,2011-08-28T09:52:58Z,21.25475,-157.9746,367309860,0,5.8,259.4,258,127,0
5789,2011-08-28T09:53:02Z,10.55531,-167.27159,477612900,0,9.4,45.5,50,5,0
5790,2011-08-28T09:53:02Z,5.88412,-164.73148,370835000,0,11.7,296.9,293,0,1
5791,2011-08-28T09:53:02Z,21.0207,-157.11713,367350070,0,9.5,97.6,511,-128,0
5792,2011-08-28T09:53:24Z,27.14648,-160.67725,477201100,0,13.2,113,115,0,1
5793,2011-08-28T09:55:12Z,8.48711,-153.38744,258787000,0,13.3,123,122,0,0
5794,2011-08-28T11:24:54Z,24.57951,-174.88951,477991400,0,11.3,111.2,111,0,0
5795,2011-08-28T11:28:20Z,11.32217,-168.2708,477448000,0,9.7,121,122,0,1
5796,2011-08-28T21:29:02Z,5.11768,-153.25339,440792000,3,9.8,90.6,511,-128,0
5797,2011-08-28T21:30:10Z,5.17437,-154.36548,440612000,0,9.9,0.7,511,-128,1
5798,2011-08-28T23:02:20Z,7.11535,-166.90176,370835000,0,4.9,261,229,-127,1
5799,2011-08-28T23:03:12Z,8.76958,-170.58713,355077000,0,11.9,120.8,117,127,0
5800,2011-08-28T23:03:12Z,6.86312,-156.92677,356514000,8,13.1,285,279,-127,0
5801,2011-08-28T23:04:12Z,6.86403,-156.93027,356514000,8,13,287,280,0,0
5802,2011-08-28T23:04:20Z,22.74771,-155.3498,366799000,0,20.6,233.6,233,0,0
5803,2011-08-28T23:04:20Z,7.11343,-166.90332,370835000,0,4.7,191.3,165,-127,1
5804,2011-08-28T23:04:22Z,10.30052,-166.60535,477448000,0,9.8,121,123,0,0
5805,2011-08-28T23:05:16Z,21.28703,-157.84293,366990760,5,0.1,172.2,244,0,0
5806,2011-08-28T23:05:32Z,21.31009,-157.86911,366972620,0,0,328,511,-128,0
5807,2011-08-28T23:05:32Z,21.54495,-156.97562,368305000,0,22.8,243,241,-13,1
5808,2011-08-28T23:05:48Z,19.92418,-155.09541,367056982,0,8,141.7,511,-128,0
5809,2011-08-28T23:06:08Z,11.85928,-158.71461,477113000,0,14.4,236.5,234,127,0
5810,2011-08-28T23:06:24Z,27.45468,-155.18169,234172000,0,15.5,286.6,288,0,0
5811,2011-08-28T23:06:28Z,19.9231,-155.09448,367056982,0,7.9,135.3,511,-128,0
5812,2011-08-28T23:07:44Z,19.88601,-161.8764,338982000,0,8.6,71.2,69,-127,0
5813,2011-08-28T23:07:44Z,25.85907,-157.68253,477201100,0,13.8,116,116,0,1
5814,2011-08-28T23:07:44Z,22.73626,-155.36674,366799000,0,20.5,233.8,234,0,0
5815,2011-08-28T23:07:44Z,21.53831,-156.98878,368305000,0,22.8,242,242,6,1
5816,2011-08-28T23:08:12Z,27.4569,-155.19019,234172000,0,15.4,286.2,287,0,0
5817,2011-08-28T23:08:44Z,30.0665,-156.92667,538001657,0,17.5,270,271,0,0
5818,2011-08-28T23:09:20Z,22.73092,-155.37465,366799000,0,20.5,234,233,0,0
5819,2011-08-28T23:10:56Z,30.0665,-156.93883,538001657,0,17.6,270,271,0,0
5820,2011-08-28T23:10:56Z,21.52916,-157.00813,368305000,0,22.7,242,236,-10,1
5821,2011-08-28T23:12:38Z,20.56754,-153.05771,235085464,0,10.1,106,107,7,1
5822,2011-08-29T00:38:28Z,8.6267,-170.30838,355077000,0,11.5,116.9,119,0,0
5823,2011-08-29T00:38:40Z,7.18728,-166.99072,370835000,0,11.2,312.4,308,0,1
5824,2011-08-29T00:38:40Z,21.24262,-173.68297,636090891,0,7.9,267,268,0,0
5825,2011-08-29T00:38:46Z,8.62622,-170.30759,355077000,0,11.4,119,120,127,0
5826,2011-08-29T00:39:00Z,18.24156,-169.88773,312884000,0,11.4,284.1,284,0,0
5827,2011-08-29T00:39:18Z,32.15319,-172.28941,636091823,0,17.4,247,247,0,0
5828,2011-08-29T00:39:18Z,18.71823,-177.068,477985400,0,12.2,83,82,0,0
5829,2011-08-29T00:39:18Z,21.24257,-173.68443,636090891,0,7.9,267,268,0,0
5830,2011-08-29T00:39:20Z,12.267,-165.3513,477612900,0,10.3,49.6,50,20,0
5831,2011-08-29T00:39:34Z,25.78834,-163.9863,636092101,0,16.1,113,511,-128,0
5832,2011-08-29T00:40:08Z,5.00467,-165.58824,572802000,0,10.4,92.7,91,13,0
5833,2011-08-29T00:40:08Z,8.62405,-170.3037,355077000,0,11.3,118.4,117,127,0
5834,2011-08-29T00:40:18Z,20.7149,-174.38586,369970428,0,13.6,84,86,0,0
5835,2011-08-29T00:40:30Z,21.2425,-173.68732,636090891,0,7.9,268,268,0,0
5836,2011-08-29T00:40:36Z,21.93587,-159.26234,367309860,0,5.9,298.9,307,-127,0
5837,2011-08-29T00:40:36Z,21.26384,-157.54478,368305000,0,22.1,234,233,7,1
5838,2011-08-29T00:44:56Z,21.93944,-159.26904,367309860,0,6,303.9,307,-127,0
5839,2011-08-29T00:45:28Z,21.32655,-158.11554,367309120,0,0.2,123,511,-128,0
5840,2011-08-29T00:45:28Z,29.74981,-157.1476,636010915,0,13.4,274.6,273,-4,1
